Folder,EventName,InternalEventName,EventDate,TicketType,Quantity,ItemPrice,Price
0 - Features,A United Kingdom,A United Kingdom,"Mar 18, 2017 1:15:00 PM",Senior Citizen,12,7.50,90
0 - Features,A United Kingdom,A United Kingdom,"Mar 18, 2017 1:15:00 PM",Student,1,7.50,7.50
0 - Features,A United Kingdom,A United Kingdom,"Mar 18, 2017 7:00:00 PM",Adult,12,9.75,117
0 - Features,A United Kingdom,A United Kingdom,"Mar 18, 2017 7:00:00 PM",Comp,2,0,0
0 - Features,A United Kingdom,A United Kingdom,"Mar 18, 2017 7:00:00 PM",Senior Citizen,23,8,184
0 - Features,A United Kingdom,A United Kingdom,"Mar 19, 2017 2:45:00 PM",Adult,3,8.25,24.75
0 - Features,A United Kingdom,A United Kingdom,"Mar 19, 2017 2:45:00 PM",Member,1,0,0
0 - Features,A United Kingdom,A United Kingdom,"Mar 19, 2017 2:45:00 PM",Senior Citizen,16,7.50,120
0 - Features,A United Kingdom,A United Kingdom,"Mar 19, 2017 7:15:00 PM",Adult,2,9.75,19.50
0 - Features,A United Kingdom,A United Kingdom,"Mar 19, 2017 7:15:00 PM",Senior Citizen,2,8,16
0 - Features,A United Kingdom,A United Kingdom,"Mar 20, 2017 4:30:00 PM",Adult,5,8.25,41.25
0 - Features,A United Kingdom,A United Kingdom,"Mar 20, 2017 4:30:00 PM",Child,2,6.50,13
0 - Features,A United Kingdom,A United Kingdom,"Mar 20, 2017 4:30:00 PM",Senior Citizen,7,7.50,52.50
0 - Features,A United Kingdom,A United Kingdom,"Mar 20, 2017 4:30:00 PM",Student,2,7.50,15
0 - Features,A United Kingdom,A United Kingdom,"Mar 21, 2017 7:00:00 PM",Adult,17,9.75,165.75
0 - Features,A United Kingdom,A United Kingdom,"Mar 21, 2017 7:00:00 PM",Senior Citizen,10,8,80
0 - Features,A United Kingdom,A United Kingdom,"Mar 21, 2017 7:00:00 PM",Student,5,8.25,41.25
0 - Features,A United Kingdom,A United Kingdom,"Mar 22, 2017 7:00:00 PM",Adult,6,9.75,58.50
0 - Features,A United Kingdom,A United Kingdom,"Mar 22, 2017 7:00:00 PM",Senior Citizen,17,8,136
0 - Features,A United Kingdom,A United Kingdom,"Mar 22, 2017 7:00:00 PM",Student,2,8.25,16.50
0 - Features,A United Kingdom,A United Kingdom,"Mar 23, 2017 7:00:00 PM",Adult,13,9.75,126.75
0 - Features,A United Kingdom,A United Kingdom,"Mar 23, 2017 7:00:00 PM",Senior Citizen,17,8,136
0 - Features,A United Kingdom,A United Kingdom,"Mar 23, 2017 7:00:00 PM",Student,2,8.25,16.50
0 - Features,Alien,Alien,"Jun 7, 2019 9:30:00 PM",Adult,3,8,24
0 - Features,Alien,Alien,"Jun 7, 2019 9:30:00 PM",Member,1,0,0
0 - Features,Alien,Alien,"Jun 8, 2019 9:30:00 PM",Adult,40,8,320
0 - Features,Alien,Alien,"Jun 8, 2019 9:30:00 PM",Comp,2,0,0
0 - Features,Alive and Kicking,Alive and Kicking,"May 7, 2017 6:00:00 PM",Adult,36,9.75,351
0 - Features,Alive and Kicking,Alive and Kicking,"May 7, 2017 6:00:00 PM",Child,3,6.50,19.50
0 - Features,Alive and Kicking,Alive and Kicking,"May 7, 2017 6:00:00 PM",Senior Citizen,13,8,104
0 - Features,Alive and Kicking,Alive and Kicking,"May 7, 2017 6:00:00 PM",Student,15,8.25,123.75
0 - Features,All Is True,All Is True,"Jun 21, 2019 7:00:00 PM",Adult,10,10,100
0 - Features,All Is True,All Is True,"Jun 21, 2019 7:00:00 PM",Member,1,0,0
0 - Features,All Is True,All Is True,"Jun 21, 2019 7:00:00 PM",Senior Citizen,21,8.25,173.25
0 - Features,All Is True,All Is True,"Jun 22, 2019 2:30:00 PM",Adult,9,8.75,78.75
0 - Features,All Is True,All Is True,"Jun 22, 2019 2:30:00 PM",Senior Citizen,17,8,136
0 - Features,All Is True,All Is True,"Jun 22, 2019 7:00:00 PM",Adult,8,10,80
0 - Features,All Is True,All Is True,"Jun 22, 2019 7:00:00 PM",Senior Citizen,15,8.25,123.75
0 - Features,All Is True,All Is True,"Jun 23, 2019 2:30:00 PM",Adult,6,8.75,52.50
0 - Features,All Is True,All Is True,"Jun 23, 2019 2:30:00 PM",Senior Citizen,16,8,128
0 - Features,All Is True,All Is True,"Jun 23, 2019 2:30:00 PM",Student,1,8,8
0 - Features,All Is True,All Is True,"Jun 24, 2019 7:30:00 PM",Adult,6,10,60
0 - Features,All Is True,All Is True,"Jun 24, 2019 7:30:00 PM",Comp,1,0,0
0 - Features,All Is True,All Is True,"Jun 24, 2019 7:30:00 PM",Member,1,0,0
0 - Features,All Is True,All Is True,"Jun 24, 2019 7:30:00 PM",Senior Citizen,12,8.25,99
0 - Features,All Is True,All Is True,"Jun 24, 2019 7:30:00 PM",Student,4,8.50,34
0 - Features,All Is True,All Is True,"Jun 24, 2019 7:30:00 PM",Supporter Admission,1,5,5
0 - Features,All Is True,All Is True,"Jun 25, 2019 5:00:00 PM",Senior Citizen,4,8,32
0 - Features,All Is True,All Is True,"Jun 26, 2019 5:00:00 PM",Adult,9,8.75,78.75
0 - Features,All Is True,All Is True,"Jun 26, 2019 5:00:00 PM",Senior Citizen,18,8,144
0 - Features,All Is True,All Is True,"Jun 27, 2019 7:00:00 PM",Adult,5,10,50
0 - Features,All Is True,All Is True,"Jun 27, 2019 7:00:00 PM",Senior Citizen,12,8.25,99
0 - Features,All Is True,All Is True,"Jun 27, 2019 7:00:00 PM",Student,1,8.50,8.50
0 - Features,Amazing Grace,Amazing Grace,"Apr 26, 2019 5:00:00 PM",Adult,3,8.75,26.25
0 - Features,Amazing Grace,Amazing Grace,"Apr 26, 2019 5:00:00 PM",Senior Citizen,9,8,72
0 - Features,Amazing Grace,Amazing Grace,"Apr 26, 2019 5:00:00 PM",Student,1,8,8
0 - Features,Amazing Grace,Amazing Grace,"Apr 26, 2019 7:30:00 PM",Adult,7,10,70
0 - Features,Amazing Grace,Amazing Grace,"Apr 26, 2019 7:30:00 PM",Member,1,0,0
0 - Features,Amazing Grace,Amazing Grace,"Apr 26, 2019 7:30:00 PM",Senior Citizen,8,8.25,66
0 - Features,Amazing Grace,Amazing Grace,"Apr 26, 2019 7:30:00 PM",Student,3,8.50,25.50
0 - Features,Amazing Grace,Amazing Grace,"Apr 27, 2019 7:30:00 PM",Adult,25,10,250
0 - Features,Amazing Grace,Amazing Grace,"Apr 27, 2019 7:30:00 PM",Child,3,6.75,20.25
0 - Features,Amazing Grace,Amazing Grace,"Apr 27, 2019 7:30:00 PM",Senior Citizen,20,8.25,165
0 - Features,Amazing Grace,Amazing Grace,"Apr 27, 2019 7:30:00 PM",Student,2,8.50,17
0 - Features,Amazing Grace,Amazing Grace,"Apr 28, 2019 12:00:00 PM",Adult,10,8.75,87.50
0 - Features,Amazing Grace,Amazing Grace,"Apr 28, 2019 12:00:00 PM",Comp,1,0,0
0 - Features,Amazing Grace,Amazing Grace,"Apr 28, 2019 12:00:00 PM",Senior Citizen,9,8,72
0 - Features,Amazing Grace,Amazing Grace,"Apr 28, 2019 12:00:00 PM",Student,1,8,8
0 - Features,Amazing Grace,Amazing Grace,"Apr 28, 2019 2:30:00 PM",Adult,6,8.75,52.50
0 - Features,Amazing Grace,Amazing Grace,"Apr 28, 2019 2:30:00 PM",Child,1,6.75,6.75
0 - Features,Amazing Grace,Amazing Grace,"Apr 28, 2019 2:30:00 PM",Senior Citizen,13,8,104
0 - Features,Amazing Grace,Amazing Grace,"Apr 28, 2019 2:30:00 PM",Student,2,8,16
0 - Features,Amazing Grace,Amazing Grace,"Apr 28, 2019 5:00:00 PM",Adult,10,8.75,87.50
0 - Features,Amazing Grace,Amazing Grace,"Apr 28, 2019 5:00:00 PM",Child,1,6.75,6.75
0 - Features,Amazing Grace,Amazing Grace,"Apr 28, 2019 5:00:00 PM",Comp,2,0,0
0 - Features,Amazing Grace,Amazing Grace,"Apr 28, 2019 5:00:00 PM",Senior Citizen,4,8,32
0 - Features,Amazing Grace,Amazing Grace,"Apr 28, 2019 5:00:00 PM",Student,3,8,24
0 - Features,Amazing Grace,Amazing Grace,"Apr 29, 2019 5:30:00 PM",Adult,7,8.75,61.25
0 - Features,Amazing Grace,Amazing Grace,"Apr 29, 2019 5:30:00 PM",Senior Citizen,6,8,48
0 - Features,Amazing Grace,Amazing Grace,"Apr 29, 2019 8:00:00 PM",Adult,7,10,70
0 - Features,Amazing Grace,Amazing Grace,"Apr 29, 2019 8:00:00 PM",Senior Citizen,5,8.25,41.25
0 - Features,Amazing Grace,Amazing Grace,"Apr 30, 2019 7:30:00 PM",Adult,8,10,80
0 - Features,Amazing Grace,Amazing Grace,"Apr 30, 2019 7:30:00 PM",Comp,5,0,0
0 - Features,Amazing Grace,Amazing Grace,"Apr 30, 2019 7:30:00 PM",Senior Citizen,12,8.25,99
0 - Features,Amazing Grace,Amazing Grace,"Apr 30, 2019 7:30:00 PM",Student,1,8.50,8.50
0 - Features,Amazing Grace,Amazing Grace,"May 1, 2019 5:00:00 PM",Adult,8,8.75,70
0 - Features,Amazing Grace,Amazing Grace,"May 1, 2019 5:00:00 PM",Senior Citizen,10,8,80
0 - Features,Amazing Grace,Amazing Grace,"May 1, 2019 7:30:00 PM",Adult,16,10,160
0 - Features,Amazing Grace,Amazing Grace,"May 1, 2019 7:30:00 PM",Comp,1,0,0
0 - Features,Amazing Grace,Amazing Grace,"May 1, 2019 7:30:00 PM",Senior Citizen,11,8.25,90.75
0 - Features,Amazing Grace,Amazing Grace,"May 1, 2019 7:30:00 PM",Student,1,8.50,8.50
0 - Features,Amazing Grace,Amazing Grace,"May 2, 2019 5:00:00 PM",Adult,3,8.75,26.25
0 - Features,Amazing Grace,Amazing Grace,"May 2, 2019 5:00:00 PM",Comp,2,0,0
0 - Features,Amazing Grace,Amazing Grace,"May 2, 2019 5:00:00 PM",Senior Citizen,16,8,128
0 - Features,Amazing Grace,Amazing Grace,"May 2, 2019 5:00:00 PM",Student,2,8,16
0 - Features,Amazing Grace,Amazing Grace,"May 2, 2019 7:30:00 PM",Adult,26,10,260
0 - Features,Amazing Grace,Amazing Grace,"May 2, 2019 7:30:00 PM",Child,1,6.75,6.75
0 - Features,Amazing Grace,Amazing Grace,"May 2, 2019 7:30:00 PM",Member,1,0,0
0 - Features,Amazing Grace,Amazing Grace,"May 2, 2019 7:30:00 PM",Senior Citizen,20,8.25,165
0 - Features,Amazing Grace,Amazing Grace,"May 2, 2019 7:30:00 PM",Student,10,8.50,85
0 - Features,Amazing Grace,Amazing Grace,"May 2, 2019 7:30:00 PM",Supporter Admission,1,5,5
0 - Features,Amazing Grace,Amazing Grace,"May 3, 2019 7:00:00 PM",Adult,5,10,50
0 - Features,Amazing Grace,Amazing Grace,"May 3, 2019 7:00:00 PM",Senior Citizen,10,8.25,82.50
0 - Features,Amazing Grace,Amazing Grace,"May 3, 2019 7:00:00 PM",Student,2,8.50,17
0 - Features,Amazing Grace,Amazing Grace,"May 4, 2019 2:00:00 PM",Adult,3,8.75,26.25
0 - Features,Amazing Grace,Amazing Grace,"May 4, 2019 2:00:00 PM",Student,2,8,16
0 - Features,Amazing Grace,Amazing Grace,"May 4, 2019 7:00:00 PM",Adult,13,10,130
0 - Features,Amazing Grace,Amazing Grace,"May 4, 2019 7:00:00 PM",Senior Citizen,22,8.25,181.50
0 - Features,Amazing Grace,Amazing Grace,"May 4, 2019 7:00:00 PM",Student,1,8.50,8.50
0 - Features,Amazing Grace,Amazing Grace,"May 5, 2019 7:00:00 PM",Adult,1,10,10
0 - Features,Amazing Grace,Amazing Grace,"May 5, 2019 7:00:00 PM",Senior Citizen,1,8.25,8.25
0 - Features,Amazing Grace,Amazing Grace,"May 5, 2019 7:00:00 PM",Student,1,8.50,8.50
0 - Features,Amazing Grace,Amazing Grace,"May 6, 2019 7:30:00 PM",Senior Citizen,12,8.25,99
0 - Features,Amazing Grace,Amazing Grace,"May 7, 2019 7:30:00 PM",Adult,7,10,70
0 - Features,Amazing Grace,Amazing Grace,"May 7, 2019 7:30:00 PM",Senior Citizen,10,8.25,82.50
0 - Features,Amazing Grace,Amazing Grace,"May 7, 2019 7:30:00 PM",Student,2,8.50,17
0 - Features,Amazing Grace,Amazing Grace,"May 8, 2019 7:30:00 PM",Adult,9,10,90
0 - Features,Amazing Grace,Amazing Grace,"May 8, 2019 7:30:00 PM",Senior Citizen,20,8.25,165
0 - Features,Amazing Grace,Amazing Grace,"May 9, 2019 7:30:00 PM",Adult,11,10,110
0 - Features,Amazing Grace,Amazing Grace,"May 9, 2019 7:30:00 PM",Senior Citizen,17,8.25,140.25
0 - Features,Amazing Grace,Amazing Grace,"May 9, 2019 7:30:00 PM",Student,3,8.50,25.50
0 - Features,Apollo 11,Apollo 11,"Apr 19, 2019 7:30:00 PM",Adult,20,10,200
0 - Features,Apollo 11,Apollo 11,"Apr 19, 2019 7:30:00 PM",Child,3,6.75,20.25
0 - Features,Apollo 11,Apollo 11,"Apr 19, 2019 7:30:00 PM",Senior Citizen,10,8.25,82.50
0 - Features,Apollo 11,Apollo 11,"Apr 19, 2019 7:30:00 PM",Student,5,8.50,42.50
0 - Features,Apollo 11,Apollo 11,"Apr 20, 2019 7:30:00 PM",Adult,26,10,260
0 - Features,Apollo 11,Apollo 11,"Apr 20, 2019 7:30:00 PM",Member,2,0,0
0 - Features,Apollo 11,Apollo 11,"Apr 20, 2019 7:30:00 PM",Senior Citizen,13,8.25,107.25
0 - Features,Apollo 11,Apollo 11,"Apr 20, 2019 7:30:00 PM",Student,5,8.50,42.50
0 - Features,Apollo 11,Apollo 11,"Apr 21, 2019 2:30:00 PM",Adult,5,8.75,43.75
0 - Features,Apollo 11,Apollo 11,"Apr 21, 2019 2:30:00 PM",Senior Citizen,4,8,32
0 - Features,Apollo 11,Apollo 11,"Apr 21, 2019 2:30:00 PM",Student,1,8,8
0 - Features,Apollo 11,Apollo 11,"Apr 22, 2019 4:30:00 PM",Adult,8,8.75,70
0 - Features,Apollo 11,Apollo 11,"Apr 22, 2019 4:30:00 PM",Member,1,0,0
0 - Features,Apollo 11,Apollo 11,"Apr 22, 2019 4:30:00 PM",Senior Citizen,1,8,8
0 - Features,Apollo 11,Apollo 11,"Apr 22, 2019 4:30:00 PM",Student,10,8,80
0 - Features,Apollo 11,Apollo 11,"Apr 23, 2019 7:30:00 PM",Adult,10,10,100
0 - Features,Apollo 11,Apollo 11,"Apr 23, 2019 7:30:00 PM",Senior Citizen,4,8.25,33
0 - Features,Apollo 11,Apollo 11,"Apr 24, 2019 5:00:00 PM",Adult,8,8.75,70
0 - Features,Apollo 11,Apollo 11,"Apr 24, 2019 5:00:00 PM",Comp,5,0,0
0 - Features,Apollo 11,Apollo 11,"Apr 24, 2019 5:00:00 PM",Senior Citizen,5,8,40
0 - Features,Apollo 11,Apollo 11,"Apr 24, 2019 5:00:00 PM",Student,4,8,32
0 - Features,Apollo 11,Apollo 11,"Apr 25, 2019 5:00:00 PM",Adult,4,8.75,35
0 - Features,Apollo 11,Apollo 11,"Apr 25, 2019 5:00:00 PM",Member,1,0,0
0 - Features,Apollo 11,Apollo 11,"Apr 25, 2019 5:00:00 PM",Senior Citizen,10,8,80
0 - Features,Apollo 11,Apollo 11,"Apr 25, 2019 5:00:00 PM",Student,4,8,32
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 4, 2019 7:00:00 PM",Adult,34,10,340
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 4, 2019 7:00:00 PM",Comp,2,0,0
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 4, 2019 7:00:00 PM",Member,2,0,0
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 4, 2019 7:00:00 PM",Senior Citizen,45,8.25,371.25
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 4, 2019 7:00:00 PM",Student,7,8.50,59.50
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 5, 2019 4:30:00 PM",Adult,16,8.75,140
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 5, 2019 4:30:00 PM",Comp,3,0,0
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 5, 2019 4:30:00 PM",Senior Citizen,37,8,296
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 5, 2019 4:30:00 PM",Supporter Admission,2,5,10
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 5, 2019 7:00:00 PM",Adult,38,10,380
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 5, 2019 7:00:00 PM",Comp,1,0,0
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 5, 2019 7:00:00 PM",Member,2,0,0
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 5, 2019 7:00:00 PM",Senior Citizen,51,8.25,420.75
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 5, 2019 7:00:00 PM",Student,10,8.50,85
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 6, 2019 2:30:00 PM",Adult,37,8.75,323.75
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 6, 2019 2:30:00 PM",Comp,3,0,0
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 6, 2019 2:30:00 PM",Senior Citizen,55,8,440
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 6, 2019 2:30:00 PM",Student,4,8,32
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 7, 2019 5:00:00 PM",Adult,15,8.75,131.25
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 7, 2019 5:00:00 PM",Senior Citizen,39,8,312
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 7, 2019 5:00:00 PM",Student,5,8,40
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 8, 2019 7:30:00 PM",Adult,35,10,350
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 8, 2019 7:30:00 PM",Member,3,0,0
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 8, 2019 7:30:00 PM",Senior Citizen,34,8.25,280.50
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 8, 2019 7:30:00 PM",Student,7,8.50,59.50
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 10, 2019 7:00:00 PM",Adult,37,10,370
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 10, 2019 7:00:00 PM",Senior Citizen,52,8.25,429
0 - Features,At Eternity's Gate,At Eternity's Gate,"Jan 10, 2019 7:00:00 PM",Student,10,8.50,85
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 1, 2019 4:30:00 PM",Adult,11,8.75,96.25
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 1, 2019 4:30:00 PM",Senior Citizen,19,8,152
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 1, 2019 4:30:00 PM",Student,1,8,8
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 2, 2019 4:30:00 PM",Adult,22,8.75,192.50
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 2, 2019 4:30:00 PM",Member,1,0,0
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 2, 2019 4:30:00 PM",Senior Citizen,16,8,128
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 2, 2019 4:30:00 PM",Student,2,8,16
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 3, 2019 7:30:00 PM",Adult,12,10,120
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 3, 2019 7:30:00 PM",Senior Citizen,4,8.25,33
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 3, 2019 7:30:00 PM",Student,3,8.50,25.50
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 5, 2019 7:30:00 PM",Adult,12,10,120
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 5, 2019 7:30:00 PM",Comp,5,0,0
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 5, 2019 7:30:00 PM",Senior Citizen,6,8.25,49.50
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 5, 2019 7:30:00 PM",Student,2,8.50,17
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 6, 2019 5:00:00 PM",Adult,3,8.75,26.25
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 6, 2019 5:00:00 PM",Comp,2,0,0
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 6, 2019 5:00:00 PM",Senior Citizen,4,8,32
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 6, 2019 5:00:00 PM",Student,1,8,8
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 6, 2019 5:00:00 PM",Supporter Admission,1,5,5
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 7, 2019 2:00:00 PM",Adult,5,8.75,43.75
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 7, 2019 2:00:00 PM",Comp,1,0,0
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 7, 2019 2:00:00 PM",Senior Citizen,12,8,96
0 - Features,At Eternity's Gate,At Eternity's Gate,"Feb 7, 2019 2:00:00 PM",Student,1,8,8
0 - Features,Beatriz at Dinner,Beatriz at Dinner,"Aug 4, 2017 9:30:00 PM",Adult,5,9.75,48.75
0 - Features,Beatriz at Dinner,Beatriz at Dinner,"Aug 4, 2017 9:30:00 PM",Senior Citizen,11,8,88
0 - Features,Beatriz at Dinner,Beatriz at Dinner,"Aug 5, 2017 9:30:00 PM",Adult,18,9.75,175.50
0 - Features,Beatriz at Dinner,Beatriz at Dinner,"Aug 5, 2017 9:30:00 PM",Member,2,0,0
0 - Features,Beatriz at Dinner,Beatriz at Dinner,"Aug 5, 2017 9:30:00 PM",Senior Citizen,1,8,8
0 - Features,Beatriz at Dinner,Beatriz at Dinner,"Aug 5, 2017 9:30:00 PM",Student,4,8.25,33
0 - Features,Beatriz at Dinner,Beatriz at Dinner,"Aug 8, 2017 7:30:00 PM",Adult,23,9.75,224.25
0 - Features,Beatriz at Dinner,Beatriz at Dinner,"Aug 8, 2017 7:30:00 PM",Senior Citizen,17,8,136
0 - Features,Beatriz at Dinner,Beatriz at Dinner,"Aug 8, 2017 7:30:00 PM",Student,6,8.25,49.50
0 - Features,Beatriz at Dinner,Beatriz at Dinner,"Aug 9, 2017 4:00:00 PM",Adult,3,8.25,24.75
0 - Features,Beatriz at Dinner,Beatriz at Dinner,"Aug 9, 2017 4:00:00 PM",Senior Citizen,19,7.50,142.50
0 - Features,Beatriz at Dinner,Beatriz at Dinner,"Aug 10, 2017 7:00:00 PM",Adult,14,8.25,115.50
0 - Features,Beatriz at Dinner,Beatriz at Dinner,"Aug 10, 2017 7:00:00 PM",Comp,2,0,0
0 - Features,Beatriz at Dinner,Beatriz at Dinner,"Aug 10, 2017 7:00:00 PM",Senior Citizen,13,7.50,97.50
0 - Features,Beatriz at Dinner,Beatriz at Dinner,"Aug 10, 2017 7:00:00 PM",Student,6,7.50,45
0 - Features,Black Clover,Black Clover,"Dec 8, 2017 10:00:00 PM",Adult,4,9.75,39
0 - Features,Black Clover,Black Clover,"Dec 8, 2017 10:00:00 PM",Student,6,8.25,49.50
0 - Features,Black Clover,Black Clover,"Dec 9, 2017 10:00:00 PM",Adult,4,9.75,39
0 - Features,Black Clover,Black Clover,"Dec 9, 2017 10:00:00 PM",Senior Citizen,1,8,8
0 - Features,Black Clover,Black Clover,"Dec 11, 2017 7:30:00 PM",Adult,4,9.75,39
0 - Features,Black Clover,Black Clover,"Dec 11, 2017 7:30:00 PM",Comp,1,0,0
0 - Features,Black Clover,Black Clover,"Dec 11, 2017 7:30:00 PM",Student,3,8.25,24.75
0 - Features,Black Clover,Black Clover,"Dec 14, 2017 10:00:00 PM",Adult,1,9.75,9.75
0 - Features,Black Clover,Black Clover,"Dec 14, 2017 10:00:00 PM",Student,4,8.25,33
0 - Features,Black Girl,Black Girl,"Apr 3, 2017 7:00:00 PM",Adult,37,9.75,360.75
0 - Features,Black Girl,Black Girl,"Apr 3, 2017 7:00:00 PM",Child,1,6.50,6.50
0 - Features,Black Girl,Black Girl,"Apr 3, 2017 7:00:00 PM",Senior Citizen,13,8,104
0 - Features,Black Girl,Black Girl,"Apr 3, 2017 7:00:00 PM",Student,19,8.25,156.75
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 10, 2018 1:00:00 PM",Adult,13,8.75,113.75
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 10, 2018 1:00:00 PM",Senior Citizen,5,8,40
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 10, 2018 1:00:00 PM",Student,1,8,8
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 10, 2018 4:00:00 PM",Adult,9,8.75,78.75
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 10, 2018 4:00:00 PM",Member,1,0,0
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 10, 2018 4:00:00 PM",Senior Citizen,7,8,56
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 10, 2018 4:00:00 PM",Student,2,8,16
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 10, 2018 7:00:00 PM",Adult,36,10,360
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 10, 2018 7:00:00 PM",Double Feature,13,7,91
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 10, 2018 7:00:00 PM",Senior Citizen,13,8.25,107.25
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 10, 2018 7:00:00 PM",Student,20,8.50,170
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 11, 2018 1:00:00 PM",Adult,19,8.75,166.25
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 11, 2018 1:00:00 PM",Senior Citizen,16,8,128
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 11, 2018 1:00:00 PM",Student,2,8,16
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 11, 2018 4:00:00 PM",Adult,34,8.75,297.50
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 11, 2018 4:00:00 PM",Comp,2,0,0
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 11, 2018 4:00:00 PM",Member,2,0,0
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 11, 2018 4:00:00 PM",Senior Citizen,30,8,240
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 11, 2018 4:00:00 PM",Student,4,8,32
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 11, 2018 7:00:00 PM",Adult,77,10,770
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 11, 2018 7:00:00 PM",Double Feature,1,7,7
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 11, 2018 7:00:00 PM",Member,1,0,0
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 11, 2018 7:00:00 PM",Senior Citizen,29,8.25,239.25
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 11, 2018 7:00:00 PM",Student,23,8.50,195.50
0 - Features,BlacKkKlansman,BlacKkKlansman,"Aug 12, 2018 1:00:00 PM",Adult,16,8.75,140
